lm_prompt,references,lm_output_original,char_f1_original,exact_match_original,lm_output_finetuned,char_f1_finetuned,exact_match_finetuned
フランス語で「新しい料理」という意味がある、1970年代に提唱された、フランス料理の傾向は何?答えは「,['ヌーベル・キュイジーヌ'],新しい料理,0.0,False,新しい料理,0.0,False
ハシヤスメ・アツコやアイナ・ジ・エンドなど6人のメンバーからなる、「楽器を持たないパンクバンド」と呼ばれるガールズグループは何?答えは「,['BiSH'],何でもできる,0.0,False,バンド,0.0,False
1889年、フランス革命100周年を記念したパリ万博の際に建設された、パリ・セーヌ河畔の塔は何?答えは「,['エッフェル塔'],パリ,0.0,False,パリの塔,0.2,False
バスケットボールで、試合やピリオド終了のブザーと同時、またはその直後に決まるシュートのことを何という?答えは「,['ブザービーター'],ハイシュート,0.15,False,スタート,0.36,False
インドネシア、マレーシア、ブルネイが領土を所有している、世界で3番目に面積が大きい島はどこ?答えは「,"['ボルネオ島', 'カリマンタン島', 'ボルネオ', 'カリマンタン']",マレーシアのバンコクにある国立公園で、その名は「湾の中の島,0.17,False,マレーシア,0.18,False
厚い布地に絵や刺繍などが施された、劇場で舞台と客席とを仕切る、上下に開閉する幕を何という?答えは「,"['緞帳幕', '緞帳']",ドア,0.0,False,ドア,0.0,False
感情が揺さぶられる音楽などを指して使われる「エモい」の「エモ」とは、何という英語の略?答えは「,"['emotional', 'エモーショナル']",悲しい,0.0,False,Emotional,1.0,True
ひと桁の素数をすべて足すといくつになる?答えは「,['17'],10000000000000000000000000000000,0.06,False,1000,0.33,False
1642年にクロムウェルを指導者として起こったイギリスの市民革命のことを、何革命という?答えは「,"['ピューリタン', 'ピューリタン革命']",市民革命,0.33,False,1642年の革命,0.25,False
理科の実験などで、液体の体積を量るために用いられる、円筒形のガラスやプラスチック製の容器に目盛りをつけた道具は何?答えは「,['メスシリンダー'],マスク,0.2,False,穴,0.0,False
女性科学者の名前に由来する元素で、キュリウムの原子番号は96番ですが、マイトネリウムの原子番号は何番?答えは「,"['109番', '109']",12,0.4,False,95,0.4,False
スペインのサッカークラブの「ソシエダ」や「マドリード」の前につく、スペイン語で「王立の、王朝の」という意味がある言葉は何?答えは「,['レアル'],皇家,0.0,False,マドリード,0.0,False
動物園でもおなじみの大型の哺乳類で、英語では「ヒポポタマス」というのは何?答えは「,['カバ'],Hippopotamus,0.0,False,ヒポポタマス,0.0,False
体積の単位で、「1リットル」は「何デシリットル」?答えは「,['10デシリットル'],100,0.36,False,1リットル,0.77,False
ニュースなどで聞く「生涯未婚率」とは、満何歳の時点で結婚したことがない人の割合を算出したもの?答えは「,"['50歳', '50']",生涯未婚率,0.0,False,100％,0.33,False
月の表面に見られる、火山の噴火や隕石の衝突によってできるくぼみのことを何という?答えは「,['クレーター'],火山の噴火による地震,0.0,False,火山の噴火,0.0,False
周期表において、第3族から第11族の間に位置する元素のことを総称して何元素という?答えは「,"['遷移元素', '遷移金属', '転移元素']",101,0.0,False,鉄,0.0,False
ガルシア=マルケスの『百年の孤独』など、中南米の小説にみられる、現実と幻想を融合させた表現技法を何という?答えは「,"['魔術的リアリズム', 'マジックリアリズム']",フィクション,0.13,False,フィクション,0.13,False
昭和13年秋のシーズンに、日本プロ野球史上初の三冠王に輝いた、当時の東京巨人軍の選手は誰?答えは「,['中島治康'],三冠王の名を履歴に残した選手は、当時の東京巨人軍の選,0.0,False,マックス・マークス,0.0,False
ラジウムの原子番号は88番ですが、パラジウムの原子番号は何番?答えは「,"['46番', '46']",84,0.5,False,142,0.4,False
1963年、ボストーク6号に搭乗して宇宙に飛び立った、史上初の女性宇宙飛行士は誰?答えは「,"['テレシコワ', 'ワレンチナ・テレシコワ']",1963年、ボストン6号に搭乗した、史上初の女性宇宙,0.06,False,ベッドマーク,0.0,False
複数のプレーヤーがコンピュータゲームで対戦する競技のことを、アルファベット1文字を使って「何スポーツ」という?答えは「,"['eスポーツ', 'e']",アストロボーイズ,0.31,False,ゲーム,0.25,False
「100日間の美術館」とも呼ばれる、ドイツのカッセルで原則として4年ごとに開かれる国際美術展は何?答えは「,['ドクメンタ'],何,0.0,False,100日間の美術館,0.0,False
画家ブリューゲルが題材として描いたものが特に有名な、『旧約聖書』の『創世記』に登場する伝説上の塔といえば何?答えは「,"['バベル', 'バベルの塔']",エサールの塔,0.55,False,エジプトの崖,0.18,False
日本式の天気記号で、「天気不明」の記号に横棒を1本加えると、どんな天気を表す?答えは「,['雪'],闘う天気,0.0,False,明るい,0.0,False
自分で何かを作ったり、修繕したりすることを指す「DIY」とは、何という言葉の略?答えは「,"['Do It Yourself', 'ドゥーイットユアセルフ']",Do It Yourself,1.0,True,Do It Yourself,1.0,True
日本の裁判所は5種類に分けられますが、このうち裁判員裁判が行われるのは何裁判所?答えは「,"['地方裁判所', '地方']",第1裁判所,0.6000000000000001,False,裁判所,0.75,False
音楽のある特定のフレーズが、頭の中で何度もリピートされる現象のことを何効果という?答えは「,"['ディラン効果', 'ディラン']",何,0.0,False,あなたがそれを聞いたときに頭の中で何度もリピートされる現象,0.0,False
会議の投票で、賛成派と反対派が同数である場合に、議長が投ずる最終決定票のことを、英語で何という?答えは「,"['キャスティングボート', 'casting vote']",Tie-breaking vote,0.62,False,Tiebreaker,0.29,False
「三段論法」における3つの命題といえば、大前提、小前提と何?答えは「,['結論'],何?,0.0,False,何か,0.0,False
「弥生時代」の「弥生」は東京都の地名に由来しますが、「飛鳥時代」の「飛鳥」は何県の地名に由来する?答えは「,"['奈良県', '奈良']",東京都,0.0,False,飛鳥,0.0,False
ハワイのマウナロア火山に代表される、流動性の大きい溶岩が火口から静かに流出した場合にできる、傾斜の緩やかな火山を何という?答えは「,['アスピーテ'],傾斜の緩やかな火山,0.0,False,火山の崖,0.0,False
池井戸潤原作のドラマで、『半沢直樹』の舞台となった架空の銀行は東京中央銀行ですが、『花咲舞が黙ってない』の舞台となった架空の銀行は何?答えは「,['東京第一銀行'],東京中央銀行,0.67,False,東京中央銀行,0.67,False
「弾丸ツアー」という言葉を商標登録している企業はどこ?答えは「,"['JTB', '株式会社JTB']",ミュージック・ビデオ・ジャパン,0.0,False,アメリカの歴史の中心的な弾丸,0.0,False
『平家物語』にも登場する、猿の頭、狸の胴体、蛇の尾、虎の手足を持つ日本の妖怪は何?答えは「,"['鵺', 'ぬえ']",おばさん,0.0,False,猿の頭、狸の胴体、蛇の尾、虎の手足,0.0,False
デリシャスとゴールデンデリシャスを掛け合わせて誕生した、世界最大の大きさを誇るリンゴの品種は何?答えは「,['世界一'],グレードリンゴ,0.0,False,ゴールデンデリシャス,0.0,False
演劇実験室「天井桟敷」を設立し、著書に『田園に死す』や『書を捨てよ、町へ出よう』がある劇作家は誰?答えは「,['寺山修司'],彼,0.0,False,ジョン・マクギーン,0.0,False
「明治日本の産業革命遺産」や「古都京都の文化財」のように、世界遺産登録に際して、複数の物件をひとつの資産群としてまとめる方式を何という?答えは「,['シリアルノミネーション'],一体化,0.0,False,物件のグループ,0.22,False
『行け、我が想いよ、黄金の翼に乗って』などの曲で有名な、バビロニアの王ネブカドネザル2世を題材にしたヴェルディのオペラは何?答えは「,['ナブッコ'],ヴェルディのオペラ,0.0,False,ファンタジー,0.0,False
トランプのポーカーの役で、ストレートよりも強く、フルハウスよりも弱いものは何?答えは「,['フラッシュ'],ダイアーボード,0.0,False,フルハウス,0.2,False
